system,category,property,method,value,reference,error,relative_error_percent,source
Cu,transition_metal,bulk_modulus_GPa,GFN1,518.5067057962889,142.0,376.5067057962889,265.1455674621753,CP2K native Bloch + tblite
Ag,transition_metal,bulk_modulus_GPa,GFN1,809.2953527474536,109.0,700.2953527474536,642.4728006857373,CP2K native Bloch + tblite
Ag,transition_metal,bulk_modulus_GPa,GFN2,638.4679356461628,109.0,529.4679356461628,485.75039967537873,CP2K native Bloch + tblite
Pd,transition_metal,bulk_modulus_GPa,GFN1,1206.724188889602,195.0,1011.7241888896019,518.832917379283,CP2K native Bloch + tblite
Pd,transition_metal,bulk_modulus_GPa,GFN2,785.6400831244049,195.0,590.6400831244049,302.89235032020764,CP2K native Bloch + tblite
Rh,transition_metal,bulk_modulus_GPa,GFN1,1699.7268256939742,269.0,1430.7268256939742,531.8687084364217,CP2K native Bloch + tblite
Rh,transition_metal,bulk_modulus_GPa,GFN2,1278.70443331247,269.0,1009.70443331247,375.3548079228513,CP2K native Bloch + tblite
Li,alkali_metal,bulk_modulus_GPa,GFN1,30.801966408059467,13.3,17.501966408059467,131.59373239142457,CP2K native Bloch + tblite
Li,alkali_metal,bulk_modulus_GPa,GFN2,143.42689991478724,13.3,130.12689991478723,978.3977437202047,CP2K native Bloch + tblite
Na,alkali_metal,bulk_modulus_GPa,GFN1,84.93449623497968,7.5,77.43449623497968,1032.459949799729,CP2K native Bloch + tblite
Na,alkali_metal,bulk_modulus_GPa,GFN2,127.2901445580327,7.5,119.7901445580327,1597.201927440436,CP2K native Bloch + tblite
K,alkali_metal,bulk_modulus_GPa,GFN1,25.46293727641938,3.7,21.762937276419382,588.1874939572805,CP2K native Bloch + tblite
K,alkali_metal,bulk_modulus_GPa,GFN2,172.76252628857515,3.7,169.06252628857516,4569.257467258787,CP2K native Bloch + tblite
Rb,alkali_metal,bulk_modulus_GPa,GFN1,28.31997850268629,2.9,25.41997850268629,876.5509828512513,CP2K native Bloch + tblite
Rb,alkali_metal,bulk_modulus_GPa,GFN2,146.24928813587255,2.9,143.34928813587254,4943.078901236984,CP2K native Bloch + tblite
Cs,alkali_metal,bulk_modulus_GPa,GFN1,12.956682400796899,2.1,10.856682400796899,516.9848762284238,CP2K native Bloch + tblite
Cs,alkali_metal,bulk_modulus_GPa,GFN2,161.64198892532826,2.1,159.54198892532827,7597.237567872774,CP2K native Bloch + tblite
Ca,alkaline_earth_metal,bulk_modulus_GPa,GFN1,89.41430821721329,18.4,71.01430821721328,385.94732726746355,CP2K native Bloch + tblite
Ca,alkaline_earth_metal,bulk_modulus_GPa,GFN2,229.53689642724015,18.4,211.13689642724015,1147.4831327567401,CP2K native Bloch + tblite
Sr,alkaline_earth_metal,bulk_modulus_GPa,GFN1,33.36085681510275,12.4,20.96085681510275,169.03916786373182,CP2K native Bloch + tblite
Sr,alkaline_earth_metal,bulk_modulus_GPa,GFN2,274.6921992110861,12.4,262.29219921108614,2115.259671057146,CP2K native Bloch + tblite
Ba,alkaline_earth_metal,bulk_modulus_GPa,GFN1,23.47546794627723,9.3,14.17546794627723,152.42438651911,CP2K native Bloch + tblite
Ba,alkaline_earth_metal,bulk_modulus_GPa,GFN2,166.99561078631834,9.3,157.69561078631833,1695.6517288851433,CP2K native Bloch + tblite
Al,simple_metal,bulk_modulus_GPa,GFN1,225.63930799540444,79.4,146.23930799540443,184.1804886591995,CP2K native Bloch + tblite
Al,simple_metal,bulk_modulus_GPa,GFN2,1187.392997285604,79.4,1107.992997285604,1395.457175422675,CP2K native Bloch + tblite
LiF,ionic,bulk_modulus_GPa,GFN1,719.9542907248147,69.8,650.1542907248147,931.4531385742331,CP2K native Bloch + tblite
LiF,ionic,bulk_modulus_GPa,GFN2,298.0555697032057,69.8,228.2555697032057,327.0137101765125,CP2K native Bloch + tblite
LiCl,ionic,bulk_modulus_GPa,GFN1,335.3423711062536,35.4,299.94237110625363,847.2948336334848,CP2K native Bloch + tblite
LiCl,ionic,bulk_modulus_GPa,GFN2,333.6249118468275,35.4,298.2249118468275,842.4432538045975,CP2K native Bloch + tblite
NaF,ionic,bulk_modulus_GPa,GFN1,377.31946664961697,51.4,325.919466649617,634.084565466181,CP2K native Bloch + tblite
NaF,ionic,bulk_modulus_GPa,GFN2,199.69582465501756,51.4,148.29582465501755,288.5132775389447,CP2K native Bloch + tblite
NaCl,ionic,bulk_modulus_GPa,GFN1,183.7645004300374,26.6,157.1645004300374,590.843986579088,CP2K native Bloch + tblite
NaCl,ionic,bulk_modulus_GPa,GFN2,204.53427597306447,26.6,177.93427597306447,668.9258495227987,CP2K native Bloch + tblite
MgO,ionic,bulk_modulus_GPa,GFN1,862.74857895963,165.0,697.74857895963,422.8779266422,CP2K native Bloch + tblite
C,covalent,bulk_modulus_GPa,GFN1,3549.860027279341,443.0,3106.860027279341,701.3228052549304,CP2K native Bloch + tblite
C,covalent,bulk_modulus_GPa,GFN2,3603.443792155035,443.0,3160.443792155035,713.4184632404142,CP2K native Bloch + tblite
SiC,covalent,bulk_modulus_GPa,GFN1,1344.4308801378002,225.0,1119.4308801378002,497.52483561680003,CP2K native Bloch + tblite
SiC,covalent,bulk_modulus_GPa,GFN2,1461.6993503650183,225.0,1236.6993503650183,549.6441557177859,CP2K native Bloch + tblite
Si,semiconductor,bulk_modulus_GPa,GFN1,607.530294362681,99.2,508.33029436268106,512.4297322204445,CP2K native Bloch + tblite
Si,semiconductor,bulk_modulus_GPa,GFN2,619.9555321149979,99.2,520.7555321149979,524.9551735030221,CP2K native Bloch + tblite
Ge,semiconductor,bulk_modulus_GPa,GFN1,503.4419031725076,75.8,427.64190317250757,564.1713762170285,CP2K native Bloch + tblite
Ge,semiconductor,bulk_modulus_GPa,GFN2,249.36932658467444,75.8,173.56932658467446,228.9832804547156,CP2K native Bloch + tblite
GaAs,semiconductor,bulk_modulus_GPa,GFN1,390.09263938942735,75.6,314.4926393894274,415.9955547479198,CP2K native Bloch + tblite
GaAs,semiconductor,bulk_modulus_GPa,GFN2,202.0801821397943,75.6,126.4801821397943,167.30182822724115,CP2K native Bloch + tblite
Cu,transition_metal,cohesive_energy_eV_atom,revPBE_vdW,2.93,3.52,-0.5899999999999999,-16.761363636363637,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,cohesive_energy_eV_atom,rPW86_vdW2,2.81,3.52,-0.71,-20.17045454545454,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,cohesive_energy_eV_atom,optPBE_vdW,3.35,3.52,-0.16999999999999993,-4.829545454545448,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,cohesive_energy_eV_atom,optB88_vdW,3.52,3.52,0.0,0.0,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,cohesive_energy_eV_atom,optB86b_vdW,3.7,3.52,0.18000000000000016,5.113636363636376,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,cohesive_energy_eV_atom,LDA,4.55,3.52,1.0299999999999998,29.261363636363626,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,cohesive_energy_eV_atom,PBEsol,4.04,3.52,0.52,14.77272727272727,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,cohesive_energy_eV_atom,PBE,3.49,3.52,-0.029999999999999805,-0.8522727272727182,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,cohesive_energy_eV_atom,revPBE_vdW,2.16,2.97,-0.81,-27.27272727272727,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,cohesive_energy_eV_atom,rPW86_vdW2,2.15,2.97,-0.8200000000000003,-27.609427609427616,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,cohesive_energy_eV_atom,optPBE_vdW,2.57,2.97,-0.40000000000000036,-13.468013468013485,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,cohesive_energy_eV_atom,optB88_vdW,2.76,2.97,-0.2100000000000004,-7.070707070707083,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,cohesive_energy_eV_atom,optB86b_vdW,2.9,2.97,-0.07000000000000028,-2.3569023569023684,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,cohesive_energy_eV_atom,LDA,3.64,2.97,0.6699999999999999,22.558922558922557,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,cohesive_energy_eV_atom,PBEsol,3.06,2.97,0.08999999999999986,3.0303030303030276,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,cohesive_energy_eV_atom,PBE,2.5,2.97,-0.4700000000000002,-15.82491582491583,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,cohesive_energy_eV_atom,revPBE_vdW,3.18,3.92,-0.7399999999999998,-18.877551020408156,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,cohesive_energy_eV_atom,rPW86_vdW2,3.13,3.92,-0.79,-20.1530612244898,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,cohesive_energy_eV_atom,optPBE_vdW,3.71,3.92,-0.20999999999999996,-5.35714285714286,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,cohesive_energy_eV_atom,optB88_vdW,3.96,3.92,0.040000000000000036,1.0204081632652962,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,cohesive_energy_eV_atom,optB86b_vdW,4.16,3.92,0.2400000000000002,6.1224489795918435,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,cohesive_energy_eV_atom,LDA,5.08,3.92,1.1600000000000001,29.591836734693878,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,cohesive_energy_eV_atom,PBEsol,4.43,3.92,0.5099999999999998,13.010204081632647,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,cohesive_energy_eV_atom,PBE,3.71,3.92,-0.20999999999999996,-5.35714285714286,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,cohesive_energy_eV_atom,revPBE_vdW,5.12,5.78,-0.6600000000000001,-11.418685121107263,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,cohesive_energy_eV_atom,rPW86_vdW2,4.92,5.78,-0.8600000000000003,-14.878892733564019,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,cohesive_energy_eV_atom,optPBE_vdW,5.81,5.78,0.02999999999999936,0.519031141868509,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,cohesive_energy_eV_atom,optB88_vdW,6.1,5.78,0.3199999999999994,5.536332179930792,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,cohesive_energy_eV_atom,optB86b_vdW,6.4,5.78,0.6200000000000001,10.726643598615926,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,cohesive_energy_eV_atom,LDA,7.67,5.78,1.8899999999999997,32.69896193771626,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,cohesive_energy_eV_atom,PBEsol,6.73,5.78,0.9500000000000002,16.435986159169545,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,cohesive_energy_eV_atom,PBE,5.82,5.78,0.040000000000000036,0.6920415224913601,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,cohesive_energy_eV_atom,revPBE_vdW,1.52,1.67,-0.1499999999999999,-8.982035928143706,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,cohesive_energy_eV_atom,rPW86_vdW2,1.47,1.67,-0.19999999999999996,-11.976047904191612,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,cohesive_energy_eV_atom,optPBE_vdW,1.61,1.67,-0.05999999999999983,-3.59281437125748,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,cohesive_energy_eV_atom,optB88_vdW,1.57,1.67,-0.09999999999999987,-5.9880239520958,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,cohesive_energy_eV_atom,optB86b_vdW,1.63,1.67,-0.040000000000000036,-2.395209580838331,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,cohesive_energy_eV_atom,LDA,1.79,1.67,0.1200000000000001,7.185628742514982,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,cohesive_energy_eV_atom,PBEsol,1.68,1.67,0.010000000000000009,0.5988023952095745,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,cohesive_energy_eV_atom,PBE,1.6,1.67,-0.06999999999999984,-4.191616766467055,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,cohesive_energy_eV_atom,revPBE_vdW,1.01,1.13,-0.11999999999999988,-10.619469026548668,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,cohesive_energy_eV_atom,rPW86_vdW2,0.9,1.13,-0.22999999999999987,-20.353982300884944,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,cohesive_energy_eV_atom,optPBE_vdW,1.09,1.13,-0.039999999999999813,-3.539823008849541,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,cohesive_energy_eV_atom,optB88_vdW,1.04,1.13,-0.08999999999999986,-7.964601769911495,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,cohesive_energy_eV_atom,optB86b_vdW,1.1,1.13,-0.029999999999999805,-2.65486725663715,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,cohesive_energy_eV_atom,LDA,1.24,1.13,0.1100000000000001,9.734513274336297,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,cohesive_energy_eV_atom,PBEsol,1.15,1.13,0.020000000000000018,1.7699115044247815,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,cohesive_energy_eV_atom,PBE,1.08,1.13,-0.04999999999999982,-4.424778761061932,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,cohesive_energy_eV_atom,revPBE_vdW,0.84,0.94,-0.09999999999999998,-10.638297872340418,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,cohesive_energy_eV_atom,rPW86_vdW2,0.75,0.94,-0.18999999999999995,-20.2127659574468,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,cohesive_energy_eV_atom,optPBE_vdW,0.91,0.94,-0.029999999999999916,-3.1914893617021156,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,cohesive_energy_eV_atom,optB88_vdW,0.88,0.94,-0.05999999999999994,-6.382978723404253,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,cohesive_energy_eV_atom,optB86b_vdW,0.92,0.94,-0.019999999999999907,-2.127659574468077,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,cohesive_energy_eV_atom,LDA,1.01,0.94,0.07000000000000006,7.446808510638303,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,cohesive_energy_eV_atom,PBEsol,0.93,0.94,-0.009999999999999898,-1.0638297872340274,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,cohesive_energy_eV_atom,PBE,0.86,0.94,-0.07999999999999996,-8.510638297872342,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,cohesive_energy_eV_atom,revPBE_vdW,0.76,0.86,-0.09999999999999998,-11.627906976744185,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,cohesive_energy_eV_atom,rPW86_vdW2,0.69,0.86,-0.17000000000000004,-19.76744186046512,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,cohesive_energy_eV_atom,optPBE_vdW,0.84,0.86,-0.020000000000000018,-2.3255813953488413,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,cohesive_energy_eV_atom,optB88_vdW,0.81,0.86,-0.04999999999999993,-5.813953488372081,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,cohesive_energy_eV_atom,optB86b_vdW,0.85,0.86,-0.010000000000000009,-1.1627906976744207,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,cohesive_energy_eV_atom,LDA,0.92,0.86,0.06000000000000005,6.976744186046524,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,cohesive_energy_eV_atom,PBEsol,0.83,0.86,-0.030000000000000027,-3.488372093023262,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,cohesive_energy_eV_atom,PBE,0.77,0.86,-0.08999999999999997,-10.465116279069765,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,cohesive_energy_eV_atom,revPBE_vdW,0.72,0.81,-0.09000000000000008,-11.111111111111116,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,cohesive_energy_eV_atom,rPW86_vdW2,0.66,0.81,-0.15000000000000002,-18.518518518518523,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,cohesive_energy_eV_atom,optPBE_vdW,0.8,0.81,-0.010000000000000009,-1.2345679012345734,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,cohesive_energy_eV_atom,optB88_vdW,0.79,0.81,-0.020000000000000018,-2.4691358024691357,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,cohesive_energy_eV_atom,optB86b_vdW,0.81,0.81,0.0,0.0,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,cohesive_energy_eV_atom,LDA,0.87,0.81,0.05999999999999994,7.407407407407396,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,cohesive_energy_eV_atom,PBEsol,0.77,0.81,-0.040000000000000036,-4.938271604938271,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,cohesive_energy_eV_atom,PBE,0.7,0.81,-0.1100000000000001,-13.580246913580263,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,revPBE_vdW,1.62,1.86,-0.24,-12.903225806451612,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,rPW86_vdW2,1.4,1.86,-0.4600000000000002,-24.731182795698935,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,optPBE_vdW,1.82,1.86,-0.040000000000000036,-2.1505376344086002,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,optB88_vdW,1.88,1.86,0.019999999999999796,1.0752688172043001,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,optB86b_vdW,1.99,1.86,0.1299999999999999,6.989247311827951,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,LDA,2.21,1.86,0.34999999999999987,18.81720430107525,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,PBEsol,2.11,1.86,0.24999999999999978,13.440860215053752,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,PBE,1.9,1.86,0.039999999999999813,2.1505376344086002,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,revPBE_vdW,1.36,1.73,-0.3699999999999999,-21.387283236994215,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,rPW86_vdW2,1.13,1.73,-0.6000000000000001,-34.6820809248555,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,optPBE_vdW,1.56,1.73,-0.16999999999999993,-9.826589595375722,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,optB88_vdW,1.61,1.73,-0.11999999999999988,-6.936416184971095,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,optB86b_vdW,1.73,1.73,0.0,0.0,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,LDA,1.9,1.73,0.16999999999999993,9.826589595375722,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,PBEsol,1.81,1.73,0.08000000000000007,4.6242774566473965,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,PBE,1.61,1.73,-0.11999999999999988,-6.936416184971095,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,revPBE_vdW,1.68,1.91,-0.22999999999999998,-12.041884816753923,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,rPW86_vdW2,1.52,1.91,-0.3899999999999999,-20.41884816753926,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,optPBE_vdW,1.9,1.91,-0.010000000000000009,-0.5235602094240788,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
