system,category,property,method,value,reference,error,relative_error_percent,source
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,optB88_vdW,1.99,1.91,0.08000000000000007,4.188481675392675,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,optB86b_vdW,2.08,1.91,0.17000000000000015,8.900523560209429,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,LDA,2.24,1.91,0.3300000000000003,17.277486910994778,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,PBEsol,2.12,1.91,0.2100000000000002,10.994764397905765,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,PBE,1.88,1.91,-0.030000000000000027,-1.5706806282722474,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,cohesive_energy_eV_atom,revPBE_vdW,2.96,3.44,-0.48,-13.953488372093027,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,cohesive_energy_eV_atom,rPW86_vdW2,2.56,3.44,-0.8799999999999999,-25.581395348837212,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,cohesive_energy_eV_atom,optPBE_vdW,3.3,3.44,-0.14000000000000012,-4.069767441860472,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,cohesive_energy_eV_atom,optB88_vdW,3.34,3.44,-0.10000000000000009,-2.9069767441860517,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,cohesive_energy_eV_atom,optB86b_vdW,3.61,3.44,0.16999999999999993,4.941860465116288,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,cohesive_energy_eV_atom,LDA,4.04,3.44,0.6000000000000001,17.44186046511629,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,cohesive_energy_eV_atom,PBEsol,3.86,3.44,0.41999999999999993,12.209302325581394,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,cohesive_energy_eV_atom,PBE,3.5,3.44,0.06000000000000005,1.744186046511631,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,cohesive_energy_eV_atom,revPBE_vdW,4.36,4.47,-0.10999999999999943,-2.460850111856816,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,cohesive_energy_eV_atom,rPW86_vdW2,4.48,4.47,0.010000000000000675,0.22371364653246406,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,cohesive_energy_eV_atom,optPBE_vdW,4.49,4.47,0.020000000000000462,0.4474272930648837,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,cohesive_energy_eV_atom,optB88_vdW,4.53,4.47,0.0600000000000005,1.3422818791946511,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,cohesive_energy_eV_atom,optB86b_vdW,4.5,4.47,0.03000000000000025,0.6711409395973256,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,cohesive_energy_eV_atom,LDA,4.94,4.47,0.47000000000000064,10.514541387024634,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,cohesive_energy_eV_atom,PBEsol,4.47,4.47,0.0,0.0,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,cohesive_energy_eV_atom,PBE,4.32,4.47,-0.14999999999999947,-3.3557046979865612,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,cohesive_energy_eV_atom,revPBE_vdW,3.47,3.59,-0.11999999999999966,-3.342618384401108,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,cohesive_energy_eV_atom,rPW86_vdW2,3.51,3.59,-0.08000000000000007,-2.228412256267409,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,cohesive_energy_eV_atom,optPBE_vdW,3.58,3.59,-0.009999999999999787,-0.278551532033422,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,cohesive_energy_eV_atom,optB88_vdW,3.61,3.59,0.020000000000000018,0.557103064066844,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,cohesive_energy_eV_atom,optB86b_vdW,3.6,3.59,0.010000000000000231,0.278551532033422,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,cohesive_energy_eV_atom,LDA,3.83,3.59,0.2400000000000002,6.6852367688022385,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,cohesive_energy_eV_atom,PBEsol,3.55,3.59,-0.040000000000000036,-1.1142061281337101,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,cohesive_energy_eV_atom,PBE,3.42,3.59,-0.16999999999999993,-4.73537604456824,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaF,ionic,cohesive_energy_eV_atom,revPBE_vdW,3.89,3.98,-0.08999999999999986,-2.2613065326633097,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaF,ionic,cohesive_energy_eV_atom,rPW86_vdW2,3.95,3.98,-0.029999999999999805,-0.7537688442211032,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaF,ionic,cohesive_energy_eV_atom,optPBE_vdW,4.0,3.98,0.020000000000000018,0.5025125628140614,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaF,ionic,cohesive_energy_eV_atom,optB88_vdW,4.02,3.98,0.03999999999999959,1.0050251256281229,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaF,ionic,cohesive_energy_eV_atom,optB86b_vdW,4.0,3.98,0.020000000000000018,0.5025125628140614,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaF,ionic,cohesive_energy_eV_atom,LDA,4.38,3.98,0.3999999999999999,10.050251256281406,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaF,ionic,cohesive_energy_eV_atom,PBEsol,3.95,3.98,-0.029999999999999805,-0.7537688442211032,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaF,ionic,cohesive_energy_eV_atom,PBE,3.82,3.98,-0.16000000000000014,-4.02010050251257,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaCl,ionic,cohesive_energy_eV_atom,revPBE_vdW,3.23,3.34,-0.10999999999999988,-3.293413173652693,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaCl,ionic,cohesive_energy_eV_atom,rPW86_vdW2,3.21,3.34,-0.1299999999999999,-3.8922155688622673,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaCl,ionic,cohesive_energy_eV_atom,optPBE_vdW,3.32,3.34,-0.020000000000000018,-0.5988023952095856,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaCl,ionic,cohesive_energy_eV_atom,optB88_vdW,3.33,3.34,-0.009999999999999787,-0.29940119760478723,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaCl,ionic,cohesive_energy_eV_atom,optB86b_vdW,3.32,3.34,-0.020000000000000018,-0.5988023952095856,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaCl,ionic,cohesive_energy_eV_atom,LDA,3.5,3.34,0.16000000000000014,4.790419161676662,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaCl,ionic,cohesive_energy_eV_atom,PBEsol,3.25,3.34,-0.08999999999999986,-2.6946107784431073,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
NaCl,ionic,cohesive_energy_eV_atom,PBE,3.15,3.34,-0.18999999999999995,-5.688622754491012,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
MgO,ionic,cohesive_energy_eV_atom,revPBE_vdW,4.83,5.27,-0.4399999999999995,-8.349146110056916,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
MgO,ionic,cohesive_energy_eV_atom,rPW86_vdW2,4.85,5.27,-0.41999999999999993,-7.969639468690703,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
MgO,ionic,cohesive_energy_eV_atom,optPBE_vdW,5.08,5.27,-0.1899999999999995,-3.6053130929791233,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
MgO,ionic,cohesive_energy_eV_atom,optB88_vdW,5.21,5.27,-0.05999999999999961,-1.1385199240986688,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
MgO,ionic,cohesive_energy_eV_atom,optB86b_vdW,5.23,5.27,-0.03999999999999915,-0.7590132827324347,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
MgO,ionic,cohesive_energy_eV_atom,LDA,5.88,5.27,0.6100000000000003,11.574952561669827,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
MgO,ionic,cohesive_energy_eV_atom,PBEsol,5.29,5.27,0.020000000000000462,0.379506641366234,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
MgO,ionic,cohesive_energy_eV_atom,PBE,4.97,5.27,-0.2999999999999998,-5.692599620493355,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
C,covalent,cohesive_energy_eV_atom,revPBE_vdW,7.09,7.58,-0.4900000000000002,-6.46437994722956,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
C,covalent,cohesive_energy_eV_atom,rPW86_vdW2,6.95,7.58,-0.6299999999999999,-8.311345646437996,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
C,covalent,cohesive_energy_eV_atom,optPBE_vdW,7.54,7.58,-0.040000000000000036,-0.527704485488123,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
C,covalent,cohesive_energy_eV_atom,optB88_vdW,7.7,7.58,0.1200000000000001,1.58311345646438,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
C,covalent,cohesive_energy_eV_atom,optB86b_vdW,7.88,7.58,0.2999999999999998,3.95778364116095,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
C,covalent,cohesive_energy_eV_atom,LDA,9.01,7.58,1.4299999999999997,18.865435356200532,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
C,covalent,cohesive_energy_eV_atom,PBEsol,8.26,7.58,0.6799999999999997,8.970976253298147,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
C,covalent,cohesive_energy_eV_atom,PBE,7.7,7.58,0.1200000000000001,1.58311345646438,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
SiC,covalent,cohesive_energy_eV_atom,revPBE_vdW,6.02,6.49,-0.47000000000000064,-7.241910631741155,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
SiC,covalent,cohesive_energy_eV_atom,rPW86_vdW2,5.82,6.49,-0.6699999999999999,-10.323574730354391,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
SiC,covalent,cohesive_energy_eV_atom,optPBE_vdW,6.37,6.49,-0.1200000000000001,-1.8489984591679498,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
SiC,covalent,cohesive_energy_eV_atom,optB88_vdW,6.52,6.49,0.02999999999999936,0.46224961479197635,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
SiC,covalent,cohesive_energy_eV_atom,optB86b_vdW,6.67,6.49,0.17999999999999972,2.7734976887519247,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
SiC,covalent,cohesive_energy_eV_atom,LDA,7.45,6.49,0.96,14.791987673343598,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
SiC,covalent,cohesive_energy_eV_atom,PBEsol,6.88,6.49,0.3899999999999997,6.009244992295826,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
SiC,covalent,cohesive_energy_eV_atom,PBE,6.44,6.49,-0.04999999999999982,-0.7704160246533087,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Si,semiconductor,cohesive_energy_eV_atom,revPBE_vdW,4.35,4.68,-0.33000000000000007,-7.051282051282048,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Si,semiconductor,cohesive_energy_eV_atom,rPW86_vdW2,4.05,4.68,-0.6299999999999999,-13.461538461538458,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Si,semiconductor,cohesive_energy_eV_atom,optPBE_vdW,4.6,4.68,-0.08000000000000007,-1.7094017094017144,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Si,semiconductor,cohesive_energy_eV_atom,optB88_vdW,4.74,4.68,0.0600000000000005,1.2820512820512997,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Si,semiconductor,cohesive_energy_eV_atom,optB86b_vdW,4.87,4.68,0.1900000000000004,4.059829059829068,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Si,semiconductor,cohesive_energy_eV_atom,LDA,5.34,4.68,0.6600000000000001,14.102564102564097,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Si,semiconductor,cohesive_energy_eV_atom,PBEsol,4.95,4.68,0.27000000000000046,5.769230769230771,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Si,semiconductor,cohesive_energy_eV_atom,PBE,4.62,4.68,-0.05999999999999961,-1.2820512820512775,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,cohesive_energy_eV_atom,revPBE_vdW,3.43,3.86,-0.4299999999999997,-11.13989637305699,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,cohesive_energy_eV_atom,rPW86_vdW2,3.09,3.86,-0.77,-19.948186528497413,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,cohesive_energy_eV_atom,optPBE_vdW,3.76,3.86,-0.10000000000000009,-2.590673575129532,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,cohesive_energy_eV_atom,optB88_vdW,3.9,3.86,0.040000000000000036,1.0362694300518172,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,cohesive_energy_eV_atom,optB86b_vdW,4.01,3.86,0.1499999999999999,3.886010362694292,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,cohesive_energy_eV_atom,LDA,4.62,3.86,0.7600000000000002,19.68911917098446,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,cohesive_energy_eV_atom,PBEsol,4.15,3.86,0.2900000000000005,7.512953367875652,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,cohesive_energy_eV_atom,PBE,3.72,3.86,-0.13999999999999968,-3.626943005181338,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,cohesive_energy_eV_atom,revPBE_vdW,2.9,3.39,-0.4900000000000002,-14.454277286135698,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,cohesive_energy_eV_atom,rPW86_vdW2,2.73,3.39,-0.6600000000000001,-19.469026548672574,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,cohesive_energy_eV_atom,optPBE_vdW,3.27,3.39,-0.1200000000000001,-3.539823008849563,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,cohesive_energy_eV_atom,optB88_vdW,3.36,3.39,-0.03000000000000025,-0.8849557522124019,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,cohesive_energy_eV_atom,optB86b_vdW,3.44,3.39,0.04999999999999982,1.4749262536873031,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,cohesive_energy_eV_atom,LDA,4.09,3.39,0.6999999999999997,20.6489675516224,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,cohesive_energy_eV_atom,PBEsol,3.55,3.39,0.1599999999999997,4.71976401179941,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,cohesive_energy_eV_atom,PBE,3.15,3.39,-0.2400000000000002,-7.079646017699126,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,cohesive_energy_eV_atom,GFN1,4.642694694972351,3.52,1.1226946949723513,31.894735652623616,CP2K native Bloch + tblite
Ag,transition_metal,cohesive_energy_eV_atom,GFN1,3.30147315390705,2.97,0.3314731539070497,11.160712252762606,CP2K native Bloch + tblite
Ag,transition_metal,cohesive_energy_eV_atom,GFN2,3.6755780467924675,2.97,0.7055780467924673,23.75683659233896,CP2K native Bloch + tblite
Pd,transition_metal,cohesive_energy_eV_atom,GFN1,1.468491975007483,3.92,-2.451508024992517,-62.53847002531931,CP2K native Bloch + tblite
Pd,transition_metal,cohesive_energy_eV_atom,GFN2,4.7276831222320075,3.92,0.8076831222320076,20.604161281428766,CP2K native Bloch + tblite
Rh,transition_metal,cohesive_energy_eV_atom,GFN1,9.444088101424079,5.78,3.6640881014240785,63.39252770629893,CP2K native Bloch + tblite
Rh,transition_metal,cohesive_energy_eV_atom,GFN2,8.483467815537876,5.78,2.703467815537876,46.77279957677987,CP2K native Bloch + tblite
Li,alkali_metal,cohesive_energy_eV_atom,GFN1,3.790239172835038,1.67,2.120239172835038,126.96042951108014,CP2K native Bloch + tblite
Li,alkali_metal,cohesive_energy_eV_atom,GFN2,2.1542888090913452,1.67,0.4842888090913453,28.9993298857093,CP2K native Bloch + tblite
Na,alkali_metal,cohesive_energy_eV_atom,GFN1,3.5886237743630285,1.13,2.4586237743630286,217.57732516486982,CP2K native Bloch + tblite
Na,alkali_metal,cohesive_energy_eV_atom,GFN2,1.6911494952460038,1.13,0.5611494952460039,49.65924736690299,CP2K native Bloch + tblite
K,alkali_metal,cohesive_energy_eV_atom,GFN1,5.6693023165855205,0.94,4.729302316585521,503.1172677218639,CP2K native Bloch + tblite
K,alkali_metal,cohesive_energy_eV_atom,GFN2,1.6385818800731953,0.94,0.6985818800731953,74.3172212843825,CP2K native Bloch + tblite
Rb,alkali_metal,cohesive_energy_eV_atom,GFN1,3.80753738199017,0.86,2.9475373819901702,342.73690488257796,CP2K native Bloch + tblite
Rb,alkali_metal,cohesive_energy_eV_atom,GFN2,2.229820102733179,0.86,1.3698201027331791,159.2814072945557,CP2K native Bloch + tblite
Cs,alkali_metal,cohesive_energy_eV_atom,GFN1,3.871257012842661,0.81,3.061257012842661,377.93296454847666,CP2K native Bloch + tblite
Cs,alkali_metal,cohesive_energy_eV_atom,GFN2,1.7543405315858087,0.81,0.9443405315858087,116.58525081306279,CP2K native Bloch + tblite
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,GFN1,1.2964592691138423,1.86,-0.5635407308861577,-30.29788875732031,CP2K native Bloch + tblite
Ca,alkaline_earth_metal,cohesive_energy_eV_atom,GFN2,1.60836468848457,1.86,-0.25163531151543017,-13.52878018900162,CP2K native Bloch + tblite
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,GFN1,1.4564956455970222,1.73,-0.2735043544029778,-15.809500254507391,CP2K native Bloch + tblite
Sr,alkaline_earth_metal,cohesive_energy_eV_atom,GFN2,1.325524534160508,1.73,-0.404475465839492,-23.380084730606477,CP2K native Bloch + tblite
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,GFN1,2.6321136200376642,1.91,0.7221136200376643,37.806995813490275,CP2K native Bloch + tblite
Ba,alkaline_earth_metal,cohesive_energy_eV_atom,GFN2,1.6301883826073977,1.91,-0.2798116173926022,-14.649822900136245,CP2K native Bloch + tblite
Al,simple_metal,cohesive_energy_eV_atom,GFN1,4.578800607493066,3.44,1.1388006074930659,33.104668822472846,CP2K native Bloch + tblite
Al,simple_metal,cohesive_energy_eV_atom,GFN2,4.834418678327364,3.44,1.3944186783273644,40.53542669556292,CP2K native Bloch + tblite
LiF,ionic,cohesive_energy_eV_atom,GFN1,4.8699133791398435,4.47,0.3999133791398437,8.9466080344484,CP2K native Bloch + tblite
LiF,ionic,cohesive_energy_eV_atom,GFN2,4.545965464762492,4.47,0.07596546476249255,1.6994511132548684,CP2K native Bloch + tblite
LiCl,ionic,cohesive_energy_eV_atom,GFN1,4.369855263677027,3.59,0.7798552636770273,21.722987846156762,CP2K native Bloch + tblite
LiCl,ionic,cohesive_energy_eV_atom,GFN2,4.370210826383962,3.59,0.7802108263839624,21.732892099831822,CP2K native Bloch + tblite
NaF,ionic,cohesive_energy_eV_atom,GFN1,5.033678202017414,3.98,1.0536782020174136,26.47432668385461,CP2K native Bloch + tblite
NaF,ionic,cohesive_energy_eV_atom,GFN2,3.675949180481818,3.98,-0.3040508195181819,-7.639467827089996,CP2K native Bloch + tblite
NaCl,ionic,cohesive_energy_eV_atom,GFN1,4.836047189225593,3.34,1.4960471892255933,44.791832012742326,CP2K native Bloch + tblite
NaCl,ionic,cohesive_energy_eV_atom,GFN2,3.901021267040783,3.34,0.561021267040783,16.79704392337673,CP2K native Bloch + tblite
MgO,ionic,cohesive_energy_eV_atom,GFN1,5.093428728318211,5.27,-0.1765712716817882,-3.3504985138859245,CP2K native Bloch + tblite
C,covalent,cohesive_energy_eV_atom,GFN1,9.550020137047296,7.58,1.970020137047296,25.98971157054479,CP2K native Bloch + tblite
C,covalent,cohesive_energy_eV_atom,GFN2,8.867082970361093,7.58,1.2870829703610926,16.97998641637326,CP2K native Bloch + tblite
SiC,covalent,cohesive_energy_eV_atom,GFN1,7.344255344403998,6.49,0.854255344403998,13.162640129491487,CP2K native Bloch + tblite
SiC,covalent,cohesive_energy_eV_atom,GFN2,5.805478799663611,6.49,-0.6845212003363894,-10.547322039081497,CP2K native Bloch + tblite
Si,semiconductor,cohesive_energy_eV_atom,GFN1,5.154718940080397,4.68,0.4747189400803977,10.143567095734983,CP2K native Bloch + tblite
Si,semiconductor,cohesive_energy_eV_atom,GFN2,2.9586479446969434,4.68,-1.7213520553030563,-36.78102682271488,CP2K native Bloch + tblite
Ge,semiconductor,cohesive_energy_eV_atom,GFN1,4.304815182267207,3.86,0.4448151822672073,11.523709385160807,CP2K native Bloch + tblite
Ge,semiconductor,cohesive_energy_eV_atom,GFN2,3.4835138701973203,3.86,-0.3764861298026796,-9.753526678825896,CP2K native Bloch + tblite
GaAs,semiconductor,cohesive_energy_eV_atom,GFN1,4.666753249727763,3.39,1.2767532497277627,37.6623377500815,CP2K native Bloch + tblite
GaAs,semiconductor,cohesive_energy_eV_atom,GFN2,2.914128568204745,3.39,-0.47587143179525526,-14.037505362691894,CP2K native Bloch + tblite
